creator_id,performance_month,uploads,views,watch_hours,new_subscribers
CR0194,2025-10,5,20136,2384.2,130
CR0194,2025-11,2,21750,1397.7,96
CR0194,2025-12,6,20056,2911.4,170
CR0195,2025-01,5,203782,23385.2,1298
CR0195,2025-02,5,258509,16008.0,3510
CR0195,2025-03,4,195141,20180.2,2323
CR0195,2025-04,7,153576,11885.2,790
CR0195,2025-05,4,237122,25470.9,1908
CR0195,2025-06,11,185851,23683.0,1537
CR0195,2025-07,3,222894,18202.5,1656
CR0195,2025-08,5,255740,16974.8,2134
CR0195,2025-09,2,195825,15226.3,895
CR0195,2025-10,7,252278,25039.1,3515
CR0195,2025-11,9,255672,24253.0,3139
CR0195,2025-12,5,289619,17915.3,1326
CR0196,2025-01,3,87913,10940.1,1262
CR0196,2025-02,9,73919,10311.5,845
CR0196,2025-03,1,70777,4277.0,297
CR0196,2025-04,9,65302,8075.2,632
CR0196,2025-05,7,57841,5727.4,770
CR0196,2025-06,3,56696,5748.1,279
CR0196,2025-07,5,60992,8632.2,326
CR0196,2025-08,2,51757,7155.3,268
CR0196,2025-09,4,57084,3635.4,717
CR0196,2025-10,2,84064,6904.9,952
CR0196,2025-11,8,123013,10075.2,1324
CR0196,2025-12,8,109467,10771.7,480
CR0197,2025-01,12,494683,67383.3,7171
CR0197,2025-02,6,383794,36189.4,4485
CR0197,2025-03,13,240795,32288.8,2278
CR0197,2025-04,8,314375,20949.4,1606
CR0197,2025-05,11,405612,41067.0,3662
CR0197,2025-06,6,338706,31808.9,1600
CR0197,2025-07,10,366288,48486.8,1996
CR0197,2025-08,13,311362,19184.9,4504
CR0197,2025-09,9,567998,71151.8,4357
CR0197,2025-10,11,340938,31898.0,1713
CR0197,2025-11,9,455904,65888.4,5095
CR0197,2025-12,6,344071,34808.5,2606
CR0198,2025-01,3,30483,3935.2,226
CR0198,2025-02,0,0,0.0,0
CR0198,2025-03,6,33775,3551.0,175
CR0198,2025-04,7,30868,4003.0,340
CR0198,2025-05,5,34010,4476.3,227
CR0198,2025-06,4,28885,2670.5,430
CR0198,2025-07,1,26570,2351.0,290
CR0198,2025-08,4,26392,3143.5,185
CR0198,2025-09,4,23037,1822.8,122
CR0198,2025-10,5,52608,6262.0,744
CR0198,2025-11,2,34551,2211.0,308
CR0198,2025-12,2,41120,5604.2,438
CR0199,2025-01,9,188334,26293.7,2334
CR0199,2025-02,11,239105,27798.8,3504
CR0199,2025-03,9,151389,22344.1,1062
CR0199,2025-04,5,313574,23528.4,2025
CR0199,2025-05,9,254632,16895.8,3040
CR0199,2025-06,11,232049,25613.7,2005
CR0199,2025-07,8,286814,27538.5,2630
CR0199,2025-08,5,297031,23486.3,1959
CR0199,2025-09,7,222351,19942.1,2727
CR0199,2025-10,8,254732,19676.1,1195
CR0199,2025-11,7,310732,37004.2,2078
CR0199,2025-12,10,480267,60689.2,6228
CR0200,2025-01,3,82101,11115.4,1228
CR0200,2025-02,6,143829,16438.6,1826
CR0200,2025-03,3,74694,10153.3,384
CR0200,2025-04,7,133315,11360.7,741
CR0200,2025-05,7,91432,9608.3,628
CR0200,2025-06,0,0,0.0,0
CR0200,2025-07,11,134241,10367.1,897
CR0200,2025-08,2,128862,13838.4,1924
CR0200,2025-09,13,110452,9572.7,1466
CR0200,2025-10,5,111044,13095.1,878
CR0200,2025-11,6,99307,13208.5,1058
CR0200,2025-12,4,146698,21344.7,616
CR0201,2025-01,6,9188,873.3,38
CR0201,2025-02,8,9402,798.5,75
CR0201,2025-03,4,9187,849.2,55
CR0201,2025-04,3,8485,1094.7,38
CR0201,2025-05,3,9790,835.3,41
CR0201,2025-06,3,11430,1021.5,144
CR0201,2025-07,3,11396,875.2,89
CR0201,2025-08,4,11113,815.3,57
CR0201,2025-09,4,11039,1216.3,156
CR0201,2025-10,6,8655,623.3,55
CR0201,2025-11,1,8379,1021.7,49
CR0201,2025-12,6,11028,1034.9,119
CR0202,2025-01,7,34577,2375.0,208
CR0202,2025-02,5,42692,3773.8,413
CR0202,2025-03,6,42786,4009.9,262
CR0202,2025-04,1,64041,4144.1,594
CR0202,2025-05,4,37542,3559.3,511
CR0202,2025-06,4,43572,5613.0,578
CR0202,2025-07,0,0,0.0,0
CR0202,2025-08,0,0,0.0,0
CR0202,2025-09,2,43600,5810.7,290
CR0202,2025-10,3,72383,9648.1,1001
CR0202,2025-11,2,31051,2151.7,288
CR0202,2025-12,6,50832,4671.7,549
CR0203,2025-01,2,21229,2098.8,165
CR0203,2025-02,6,23057,1737.1,141
CR0203,2025-03,3,14747,1235.5,144
CR0203,2025-04,4,20481,1673.2,299
CR0203,2025-05,0,0,0.0,0
CR0203,2025-06,3,23798,2912.9,247
CR0203,2025-07,2,14596,1531.3,85
CR0203,2025-08,4,17384,1617.9,213
CR0203,2025-09,0,0,0.0,0
CR0203,2025-10,4,17022,2037.5,101
CR0203,2025-11,1,12075,1493.9,133
CR0203,2025-12,5,22360,3076.5,128
CR0204,2025-01,0,0,0.0,0
CR0204,2025-02,3,18489,2414.3,265
CR0204,2025-03,4,15570,1725.1,203
CR0204,2025-04,2,11510,1131.9,100
CR0204,2025-05,3,12201,1761.4,182
CR0204,2025-06,3,9966,1187.3,65
CR0204,2025-07,3,13747,990.8,107
CR0204,2025-08,4,20271,2388.1,301
CR0204,2025-09,4,10796,714.8,93
CR0204,2025-10,7,15395,1681.3,191
CR0204,2025-11,6,15487,1889.3,194
CR0204,2025-12,3,16148,1033.9,88
CR0205,2025-01,0,0,0.0,0
CR0205,2025-02,4,26492,2244.7,255
CR0205,2025-03,4,40504,5132.9,600
CR0205,2025-04,5,37154,4850.8,528
CR0205,2025-05,0,0,0.0,0
CR0205,2025-06,2,65890,7452.7,696
CR0205,2025-07,0,0,0.0,0
CR0205,2025-08,3,47126,3657.4,284
CR0205,2025-09,0,0,0.0,0
CR0205,2025-10,7,57601,8472.8,693
CR0205,2025-11,1,58333,5015.6,777
CR0205,2025-12,3,44155,4968.5,371
CR0206,2025-01,5,37174,4991.4,448
CR0206,2025-02,5,43655,4889.1,417
CR0206,2025-03,7,51965,4931.5,288
CR0206,2025-04,4,51887,4676.2,241
CR0206,2025-05,3,56023,6506.7,831
CR0206,2025-06,3,40699,3377.4,183
CR0206,2025-07,3,31526,3033.7,385
CR0206,2025-08,5,40920,5448.7,458
CR0206,2025-09,5,53659,6880.2,230
CR0206,2025-10,3,64921,5213.0,301
CR0206,2025-11,3,35088,2750.0,332
CR0206,2025-12,3,42778,3848.5,221
CR0207,2025-01,4,19209,1957.0,258
CR0207,2025-02,3,24478,3076.3,365
CR0207,2025-03,3,20835,2099.0,174
CR0207,2025-04,6,14573,1380.3,130
CR0207,2025-05,5,25514,2400.1,307
CR0207,2025-06,3,17101,1060.4,107
CR0207,2025-07,3,17154,1393.8,194
CR0207,2025-08,4,29140,3958.2,126
CR0207,2025-09,2,20214,1206.0,131
CR0207,2025-10,4,23267,2656.8,155
CR0207,2025-11,3,24456,1775.3,348
CR0207,2025-12,0,0,0.0,0
CR0208,2025-01,3,124764,11757.9,698
CR0208,2025-02,9,126208,14526.2,869
CR0208,2025-03,3,123182,16826.8,1499
CR0208,2025-04,6,110099,11173.6,776
CR0208,2025-05,5,88028,10439.2,1047
CR0208,2025-06,7,128096,16280.3,878
CR0208,2025-07,5,81130,11018.3,422
CR0208,2025-08,7,88628,6501.2,1146
CR0208,2025-09,7,76517,5703.2,613
CR0208,2025-10,5,114109,10245.1,1208
CR0208,2025-11,0,0,0.0,0
CR0208,2025-12,9,110481,14583.9,1495
CR0209,2025-01,0,0,0.0,0
CR0209,2025-02,5,84947,7251.5,583
CR0209,2025-03,9,74531,10862.9,841
CR0209,2025-04,6,121035,9383.5,650
CR0209,2025-05,5,87252,5424.1,1218
CR0209,2025-06,6,106357,14248.0,537
CR0209,2025-07,5,132910,14038.6,847
CR0209,2025-08,5,77842,10921.5,405
CR0209,2025-09,7,119311,15997.2,1780
CR0209,2025-10,3,84419,5127.1,1174
CR0209,2025-11,4,128902,7582.3,612
CR0209,2025-12,10,86258,6872.8,711
CR0210,2025-01,0,0,0.0,0
CR0210,2025-02,5,70309,8782.7,759
CR0210,2025-03,10,53523,3546.1,471
CR0210,2025-04,8,34341,5075.6,316
CR0210,2025-05,2,72972,9503.9,630
CR0210,2025-06,5,69105,4798.1,696
CR0210,2025-07,6,59370,5938.4,508
CR0210,2025-08,11,55601,7411.2,446
CR0210,2025-09,8,68977,7499.5,635
CR0210,2025-10,3,73931,10590.4,553
CR0210,2025-11,0,0,0.0,0
CR0210,2025-12,5,69751,4452.3,644
CR0211,2025-01,8,130026,18291.5,1690
CR0211,2025-02,5,116580,7721.1,893
CR0211,2025-03,8,157536,9284.6,2346
CR0211,2025-04,14,116561,15409.8,517
CR0211,2025-05,8,178605,26111.5,2140
CR0211,2025-06,9,105276,13951.3,1368
CR0211,2025-07,7,149900,15608.6,2036
CR0211,2025-08,7,200015,14793.2,868
CR0211,2025-09,6,240214,26963.4,3337
CR0211,2025-10,6,138716,8851.0,993
CR0211,2025-11,16,177569,14868.9,2166
CR0211,2025-12,0,0,0.0,0
CR0212,2025-01,3,14364,936.4,160
CR0212,2025-02,5,18677,2052.7,144
CR0212,2025-03,2,24166,3542.1,217
CR0212,2025-04,5,19000,2378.8,123
CR0212,2025-05,6,30443,3241.3,317
CR0212,2025-06,0,0,0.0,0
CR0212,2025-07,5,28706,4081.1,225
CR0212,2025-08,6,27731,1778.4,219
CR0212,2025-09,0,0,0.0,0
CR0212,2025-10,5,27596,4123.3,412
CR0212,2025-11,5,26157,1652.6,119
CR0212,2025-12,2,26926,2118.5,275
CR0213,2025-01,0,0,0.0,0
CR0213,2025-02,6,88368,10551.1,1089
CR0213,2025-03,7,105966,11860.7,1427
CR0213,2025-04,0,0,0.0,0
CR0213,2025-05,3,98771,12275.1,938
CR0213,2025-06,3,140436,19149.1,2075
CR0213,2025-07,2,138806,20249.9,678
CR0213,2025-08,9,175375,11707.7,1732
CR0213,2025-09,8,97101,13574.6,788
CR0213,2025-10,10,111333,13674.4,1252
CR0213,2025-11,7,188641,12504.2,2602
CR0213,2025-12,5,160593,20626.4,935
CR0214,2025-01,1,16505,2298.8,214
CR0214,2025-02,3,9986,1068.6,84
CR0214,2025-03,3,13392,1376.5,67
CR0214,2025-04,6,18709,1344.6,276
CR0214,2025-05,4,27796,2888.5,308
CR0214,2025-06,0,0,0.0,0
CR0214,2025-07,3,27096,2638.1,225
CR0214,2025-08,3,20867,2485.9,230
CR0214,2025-09,5,23527,2818.5,237
CR0214,2025-10,8,24816,2056.0,295
CR0214,2025-11,2,22747,2765.3,237
CR0214,2025-12,0,0,0.0,0
CR0215,2025-01,3,20593,1702.0,172
CR0215,2025-02,1,12976,1625.6,127
CR0215,2025-03,0,0,0.0,0
CR0215,2025-04,2,16418,1825.9,188
CR0215,2025-05,3,18434,1447.0,77
CR0215,2025-06,4,20263,2366.1,110
CR0215,2025-07,4,15763,1160.0,223
CR0215,2025-08,0,0,0.0,0
CR0215,2025-09,3,17655,2189.8,213
CR0215,2025-10,1,19910,1380.6,200
CR0215,2025-11,2,14875,2090.4,165
CR0215,2025-12,2,28387,2886.0,398
CR0216,2025-01,2,14715,1377.6,75
CR0216,2025-02,3,15605,1369.3,208
CR0216,2025-03,1,14543,1473.4,134
CR0216,2025-04,4,9798,1083.1,67
CR0216,2025-05,7,10706,1315.5,69
CR0216,2025-06,2,12125,1147.2,141
CR0216,2025-07,6,8732,685.6,56
CR0216,2025-08,0,0,0.0,0
CR0216,2025-09,6,12692,1825.6,114
CR0216,2025-10,4,9854,1090.1,113
CR0216,2025-11,0,0,0.0,0
CR0216,2025-12,3,11496,1558.9,153
CR0217,2025-01,4,588922,48696.6,7909
CR0217,2025-02,11,401641,56803.3,4233
CR0217,2025-03,8,528397,54630.7,3432
CR0217,2025-04,6,1084959,108079.4,4723
CR0217,2025-05,18,606044,73765.0,2645
CR0217,2025-06,9,544739,73244.8,4353
CR0217,2025-07,10,557554,37462.9,4293
CR0217,2025-08,7,789475,117636.5,10841
CR0217,2025-09,12,665864,95294.9,4918
CR0217,2025-10,8,700889,45687.1,3047
CR0217,2025-11,7,517028,76926.7,5483
CR0217,2025-12,9,781547,65212.9,5937
CR0218,2025-01,4,11722,1609.1,174
CR0218,2025-02,6,11933,1148.7,139
CR0218,2025-03,5,14758,1772.3,130
CR0218,2025-04,3,20113,1315.4,210
CR0218,2025-05,5,10178,1524.6,130
CR0218,2025-06,3,12980,909.7,104
CR0218,2025-07,2,14061,1511.3,208
CR0218,2025-08,2,11866,893.9,88
CR0218,2025-09,6,14222,1034.1,158
CR0218,2025-10,0,0,0.0,0
CR0218,2025-11,2,13414,1627.3,167
CR0218,2025-12,2,12233,1015.6,140
CR0219,2025-01,2,31531,3141.4,149
CR0219,2025-02,3,16151,1897.4,236
CR0219,2025-03,4,22073,2713.4,247
CR0219,2025-04,4,26247,2056.2,202
CR0219,2025-05,8,30583,3990.3,185
CR0219,2025-06,3,23693,1985.0,153
CR0219,2025-07,1,14767,1242.9,197
CR0219,2025-08,3,23436,1625.5,146
CR0219,2025-09,7,21607,2747.3,169
CR0219,2025-10,0,0,0.0,0
CR0219,2025-11,8,21732,1580.4,173
CR0219,2025-12,0,0,0.0,0
CR0220,2025-01,3,16787,1468.7,227
CR0220,2025-02,2,25362,2002.7,299
CR0220,2025-03,2,22715,3401.6,267
CR0220,2025-04,7,27408,1696.6,339
CR0220,2025-05,6,23993,2683.3,180
CR0220,2025-06,5,19823,1548.8,182
CR0220,2025-07,4,26127,3846.3,271
CR0220,2025-08,3,18297,2560.9,147
CR0220,2025-09,3,29809,3914.1,207
CR0220,2025-10,3,22697,1744.1,112
CR0220,2025-11,4,22997,3026.3,150
CR0220,2025-12,7,25053,3324.0,305
CR0221,2025-01,8,16907,1194.0,135
CR0221,2025-02,2,14440,1350.3,102
CR0221,2025-03,7,15188,1105.6,110
CR0221,2025-04,5,15082,1903.2,223
CR0221,2025-05,6,20116,2610.3,243
CR0221,2025-06,1,12795,961.1,87
CR0221,2025-07,6,19464,2622.4,132
CR0221,2025-08,0,0,0.0,0
CR0221,2025-09,7,21129,1588.1,214
CR0221,2025-10,4,9237,729.0,56
CR0221,2025-11,3,20418,2844.3,223
CR0221,2025-12,5,18702,1171.4,136
CR0222,2025-01,0,0,0.0,0
CR0222,2025-02,3,7423,749.8,73
CR0222,2025-03,5,9427,820.0,140
CR0222,2025-04,5,11375,900.8,140
CR0222,2025-05,3,10406,976.2,110
CR0222,2025-06,4,11743,898.7,98
CR0222,2025-07,2,9111,828.4,81
CR0222,2025-08,1,9998,1246.8,43
CR0222,2025-09,4,8890,762.4,57
CR0222,2025-10,4,13881,1997.2,85
CR0222,2025-11,4,11273,1055.4,115
CR0222,2025-12,1,13562,1698.4,77
CR0223,2025-01,7,154739,19138.3,1787
CR0223,2025-02,0,0,0.0,0
CR0223,2025-03,9,208638,15186.9,861
CR0223,2025-04,4,207078,24042.6,2329
CR0223,2025-05,3,175902,11932.7,1900
CR0223,2025-06,10,333514,24667.6,2931
CR0223,2025-07,8,198642,17071.4,1320
CR0223,2025-08,2,227776,34070.6,1227
CR0223,2025-09,4,198058,21647.9,1264
CR0223,2025-10,8,140358,14026.8,1151
CR0223,2025-11,8,303036,22921.9,1578
CR0223,2025-12,0,0,0.0,0
CR0224,2025-01,0,0,0.0,0
CR0224,2025-02,2,18015,1120.5,119
CR0224,2025-03,6,32010,1939.5,261
CR0224,2025-04,3,15526,1392.7,177
CR0224,2025-05,3,18025,1509.7,111
CR0224,2025-06,3,21680,2181.4,102
CR0224,2025-07,0,0,0.0,0
CR0224,2025-08,5,20969,2871.8,132
CR0224,2025-09,3,38047,2353.2,156
CR0224,2025-10,5,26736,2776.7,318
CR0224,2025-11,3,28383,2104.0,188
CR0224,2025-12,6,22198,3212.3,220
CR0225,2025-01,5,60187,8360.6,647
CR0225,2025-02,0,0,0.0,0
CR0225,2025-03,4,37776,2489.0,274
CR0225,2025-04,5,46730,6728.4,225
CR0225,2025-05,3,38244,4997.2,338
CR0225,2025-06,4,41196,3274.9,469
CR0225,2025-07,0,0,0.0,0
CR0225,2025-08,5,32004,2511.7,284
CR0225,2025-09,2,37214,2467.9,282
CR0225,2025-10,0,0,0.0,0
CR0225,2025-11,4,42818,3212.2,358
CR0225,2025-12,3,39397,3180.1,575
CR0226,2025-01,0,0,0.0,0
CR0226,2025-02,7,52027,4738.5,636
CR0226,2025-03,10,72479,7972.8,752
CR0226,2025-04,9,89516,7262.8,384
CR0226,2025-05,4,45744,3481.2,237
CR0226,2025-06,5,82668,10731.2,964
CR0226,2025-07,6,97773,14365.4,696
CR0226,2025-08,5,108535,16167.7,632
CR0226,2025-09,5,89951,10471.8,1041
CR0226,2025-10,5,115243,16377.1,1567
CR0226,2025-11,4,105655,11981.7,1471
CR0226,2025-12,10,83727,7880.7,1160
CR0227,2025-01,4,15796,1883.4,118
CR0227,2025-02,0,0,0.0,0
CR0227,2025-03,4,17137,2417.5,154
CR0227,2025-04,6,11910,1684.1,52
CR0227,2025-05,0,0,0.0,0
CR0227,2025-06,0,0,0.0,0
CR0227,2025-07,3,13288,902.6,117
CR0227,2025-08,8,8861,1131.0,120
CR0227,2025-09,0,0,0.0,0
CR0227,2025-10,0,0,0.0,0
CR0227,2025-11,0,0,0.0,0
CR0227,2025-12,0,0,0.0,0
CR0228,2025-01,4,22053,3074.6,128
CR0228,2025-02,4,24141,2408.1,121
CR0228,2025-03,0,0,0.0,0
CR0228,2025-04,8,28345,1665.5,212
CR0228,2025-05,0,0,0.0,0
CR0228,2025-06,4,25162,1971.3,310
CR0228,2025-07,3,29379,1741.2,346
CR0228,2025-08,3,15252,1002.3,105
CR0228,2025-09,3,30864,1858.8,386
CR0228,2025-10,3,13828,1462.7,59
CR0228,2025-11,6,19169,2299.5,162
CR0228,2025-12,3,17823,2243.1,224
CR0229,2025-01,2,16965,1843.8,217
CR0229,2025-02,0,0,0.0,0
CR0229,2025-03,2,23946,3439.4,273
CR0229,2025-04,4,13265,1424.5,188
CR0229,2025-05,0,0,0.0,0
CR0229,2025-06,1,11382,1361.1,134
CR0229,2025-07,0,0,0.0,0
CR0229,2025-08,5,8970,858.5,50
CR0229,2025-09,1,16974,1200.6,163
CR0229,2025-10,4,13826,1546.1,125
CR0229,2025-11,2,16609,1243.1,120
CR0229,2025-12,5,16718,1863.6,72
CR0230,2025-01,8,68772,7722.0,925
CR0230,2025-02,6,61834,5351.5,637
CR0230,2025-03,7,76897,6387.4,1089
CR0230,2025-04,0,0,0.0,0
CR0230,2025-05,5,64572,4308.8,955
CR0230,2025-06,7,73820,5452.7,717
CR0230,2025-07,3,64343,5892.6,695
CR0230,2025-08,12,61189,3999.4,545
CR0230,2025-09,10,75181,5853.1,990
CR0230,2025-10,3,77183,5044.7,438
CR0230,2025-11,6,59838,6292.7,735
CR0230,2025-12,9,66883,5871.3,998
CR0231,2025-01,0,0,0.0,0
CR0231,2025-02,4,8574,625.6,127
CR0231,2025-03,3,7503,1003.9,90
CR0231,2025-04,7,9477,849.0,102
CR0231,2025-05,4,7741,1147.2,56
CR0231,2025-06,4,8191,1031.9,55
CR0231,2025-07,4,9688,1048.4,113
CR0231,2025-08,4,6638,759.6,88
CR0231,2025-09,6,5147,529.9,57
CR0231,2025-10,0,0,0.0,0
CR0231,2025-11,4,11942,1419.8,155
CR0231,2025-12,0,0,0.0,0
CR0232,2025-01,5,13252,1847.7,87
CR0232,2025-02,3,27086,2162.6,286
CR0232,2025-03,0,0,0.0,0
CR0232,2025-04,4,15594,1163.5,93
CR0232,2025-05,0,0,0.0,0
CR0232,2025-06,5,26450,2932.5,347
CR0232,2025-07,2,19516,2925.6,97
CR0232,2025-08,3,22063,1550.5,93
CR0232,2025-09,8,12485,1583.4,108
CR0232,2025-10,0,0,0.0,0
CR0232,2025-11,5,22287,3234.8,193
CR0232,2025-12,3,14589,1955.5,117
CR0233,2025-01,1,10555,717.4,43
CR0233,2025-02,5,10495,1178.2,150
CR0233,2025-03,1,9060,551.2,51
CR0233,2025-04,4,7957,959.1,75
CR0233,2025-05,6,14104,1705.4,76
CR0233,2025-06,4,10555,1324.7,88
CR0233,2025-07,5,7020,662.6,36
CR0233,2025-08,2,9259,1193.4,60
CR0233,2025-09,5,10552,1081.9,104
CR0233,2025-10,3,11967,768.3,124
CR0233,2025-11,5,8820,575.8,52
CR0233,2025-12,5,13252,1050.3,173
CR0234,2025-01,6,177395,25166.1,1632
CR0234,2025-02,0,0,0.0,0
CR0234,2025-03,11,146993,21829.6,2013
CR0234,2025-04,0,0,0.0,0
CR0234,2025-05,5,207932,27601.2,1362
CR0234,2025-06,2,191653,15560.7,2068
CR0234,2025-07,4,167952,9858.0,936
CR0234,2025-08,3,119437,16379.6,482
CR0234,2025-09,2,268486,33099.2,1204
CR0234,2025-10,8,111160,7598.6,623
CR0234,2025-11,5,246414,25277.6,1676
CR0234,2025-12,9,232489,18909.1,2238
CR0235,2025-01,0,0,0.0,0
CR0235,2025-02,3,15327,1129.1,222
CR0235,2025-03,2,14003,1646.2,197
CR0235,2025-04,4,19228,1743.5,149
CR0235,2025-05,2,25422,2606.6,220
CR0235,2025-06,5,13759,1292.7,158
CR0235,2025-07,3,26704,3506.5,177
CR0235,2025-08,3,20330,1937.6,158
CR0235,2025-09,0,0,0.0,0
CR0235,2025-10,2,28664,1759.5,148
CR0235,2025-11,4,22609,1515.9,195
CR0235,2025-12,3,39487,5355.4,253
CR0236,2025-01,4,12426,1202.7,136
CR0236,2025-02,5,7553,716.0,53
CR0236,2025-03,4,9260,556.5,67
CR0236,2025-04,6,11479,1610.3,160
CR0236,2025-05,3,14111,1143.5,95
CR0236,2025-06,2,9748,1235.5,42
CR0236,2025-07,6,12386,1807.1,112
CR0236,2025-08,4,9776,1115.2,136
CR0236,2025-09,4,18645,2194.7,246
CR0236,2025-10,5,13337,948.0,135
CR0236,2025-11,3,13425,1979.9,75
CR0236,2025-12,4,13309,1841.0,196
CR0237,2025-01,2,20883,2772.2,159
CR0237,2025-02,0,0,0.0,0
CR0237,2025-03,0,0,0.0,0
CR0237,2025-04,3,22374,2190.3,92
CR0237,2025-05,2,25380,2180.3,189
CR0237,2025-06,2,20576,2228.0,109
CR0237,2025-07,6,30497,2314.8,188
CR0237,2025-08,5,21850,2356.1,103
CR0237,2025-09,3,36890,2469.0,334
CR0237,2025-10,1,22389,1521.5,227
CR0237,2025-11,1,25329,1860.5,142
CR0237,2025-12,0,0,0.0,0
CR0238,2025-01,8,300428,39678.9,3339
CR0238,2025-02,6,277999,23494.1,2008
CR0238,2025-03,10,328558,26194.0,3527
CR0238,2025-04,6,212289,24033.0,878
CR0238,2025-05,10,278728,17801.9,2634
CR0238,2025-06,8,257631,28165.0,2745
CR0238,2025-07,10,308630,33695.6,1659
CR0238,2025-08,10,365102,37461.8,2664
CR0238,2025-09,8,292308,25932.6,1890
CR0238,2025-10,10,482295,50966.1,4782
CR0238,2025-11,11,303240,42048.7,1475
CR0238,2025-12,0,0,0.0,0
CR0239,2025-01,3,13465,793.1,185
CR0239,2025-02,4,14763,1762.2,73
CR0239,2025-03,3,19248,1139.5,109
CR0239,2025-04,2,17018,2346.1,201
CR0239,2025-05,0,0,0.0,0
CR0239,2025-06,0,0,0.0,0
CR0239,2025-07,0,0,0.0,0
CR0239,2025-08,7,11252,1372.6,82
CR0239,2025-09,2,19175,1561.7,262
CR0239,2025-10,5,19171,2713.1,279
CR0239,2025-11,1,23295,2137.5,214
CR0239,2025-12,2,17213,1763.9,107
CR0240,2025-01,6,11645,1351.9,132
CR0240,2025-02,6,11398,1620.8,83
CR0240,2025-03,3,10491,1009.6,97
CR0240,2025-04,2,12294,1741.6,123
CR0240,2025-05,0,0,0.0,0
CR0240,2025-06,4,12594,842.2,142
CR0240,2025-07,7,12257,1533.9,135
CR0240,2025-08,3,17274,1102.1,223
CR0240,2025-09,4,16694,1854.2,222
CR0240,2025-10,2,12298,1711.4,148
CR0240,2025-11,4,14084,1892.5,167
CR0240,2025-12,5,26684,1567.0,266
CR0241,2025-01,8,9004,592.9,74
CR0241,2025-02,7,18014,1838.9,217
CR0241,2025-03,1,10670,1411.8,150
CR0241,2025-04,7,13132,1090.4,88
CR0241,2025-05,0,0,0.0,0
CR0241,2025-06,5,13435,1828.9,90
CR0241,2025-07,0,0,0.0,0
CR0241,2025-08,2,19187,1241.9,94
CR0241,2025-09,0,0,0.0,0
CR0241,2025-10,4,11526,1056.7,128
CR0241,2025-11,4,14262,1449.4,85
CR0241,2025-12,4,18622,1995.3,233
CR0242,2025-01,0,0,0.0,0
CR0242,2025-02,7,36019,3136.0,382
CR0242,2025-03,6,43035,5545.3,418
CR0242,2025-04,9,48034,6018.3,318
CR0242,2025-05,3,55654,5524.8,832
CR0242,2025-06,5,41534,5782.7,480
CR0242,2025-07,4,61426,7606.4,775
CR0242,2025-08,5,40285,3761.9,163
CR0242,2025-09,1,58845,3499.8,372
CR0242,2025-10,6,45111,5240.2,469
CR0242,2025-11,8,44257,6053.2,524
CR0242,2025-12,4,48916,3931.0,640
CR0243,2025-01,9,44515,4773.7,639
CR0243,2025-02,6,79508,10192.8,777
CR0243,2025-03,9,57327,7650.8,682
CR0243,2025-04,6,54513,3232.8,375
CR0243,2025-05,15,59685,8215.7,246
CR0243,2025-06,4,60392,7432.2,712
CR0243,2025-07,6,86114,9473.5,768
CR0243,2025-08,5,88435,12404.0,1261
CR0243,2025-09,9,73189,7175.0,423
CR0243,2025-10,6,68138,7140.5,774
CR0243,2025-11,7,123353,7347.7,1499
CR0243,2025-12,8,102577,6925.8,1147
CR0244,2025-01,9,89201,11915.6,1214
CR0244,2025-02,8,78867,10522.3,1000
CR0244,2025-03,4,91479,13441.7,678
CR0244,2025-04,4,78093,10196.5,710
CR0244,2025-05,8,59375,7974.6,720
CR0244,2025-06,4,93920,11974.0,441
CR0244,2025-07,6,71770,10119.6,412
CR0244,2025-08,8,83545,5206.7,1153
CR0244,2025-09,9,171294,24137.2,1569
CR0244,2025-10,4,99375,6272.5,734
CR0244,2025-11,8,146446,11101.2,771
CR0244,2025-12,0,0,0.0,0
CR0245,2025-01,5,74338,7350.1,373
CR0245,2025-02,6,64290,6552.4,293
CR0245,2025-03,6,106532,14933.2,984
CR0245,2025-04,6,81417,7145.8,984
CR0245,2025-05,4,72350,4768.1,573
CR0245,2025-06,4,87472,10845.1,990
CR0245,2025-07,5,95475,13643.8,953
CR0245,2025-08,6,115276,16805.2,988
CR0245,2025-09,8,106863,9543.0,1254
CR0245,2025-10,4,111204,14769.2,1136
CR0245,2025-11,6,115001,8313.7,763
CR0245,2025-12,2,151957,17195.6,702
CR0246,2025-01,2,14652,1560.1,128
CR0246,2025-02,1,21660,2936.7,271
CR0246,2025-03,6,11985,1769.5,90
CR0246,2025-04,1,14631,1381.0,122
CR0246,2025-05,0,0,0.0,0
CR0246,2025-06,3,17096,1557.3,138
CR0246,2025-07,3,27506,4086.8,367
CR0246,2025-08,1,17504,1178.9,110
CR0246,2025-09,4,25759,3561.6,103
CR0246,2025-10,5,23111,2437.1,340
CR0246,2025-11,0,0,0.0,0
CR0246,2025-12,4,26145,2820.8,178
CR0247,2025-01,2,20523,2893.4,169
CR0247,2025-02,4,57767,7777.4,255
CR0247,2025-03,6,45368,4200.1,311
CR0247,2025-04,7,29625,2286.7,217
CR0247,2025-05,9,35456,4515.7,467
CR0247,2025-06,7,28851,2799.6,120
CR0247,2025-07,4,36726,4292.2,522
CR0247,2025-08,8,55323,3436.0,589
CR0247,2025-09,13,56315,8327.2,360
CR0247,2025-10,8,61014,6568.4,296
CR0247,2025-11,4,69411,4546.7,739
