case_id,creator_id,opened_date,case_type,case_channel,resolution_hours,first_contact_resolved,satisfaction_score,case_status
SC00347,CR0130,2025-02-26,Account Access,Phone,6.6,1,5.0,Closed
SC00348,CR0131,2025-04-24,Policy Question,Email,51.7,1,1.0,Closed
SC00349,CR0131,2025-01-04,Monetization,Chat,24.2,1,4.0,Closed
SC00350,CR0132,2025-03-27,Monetization,Chat,9.8,1,4.0,Closed
SC00351,CR0132,2025-10-22,Technical Issue,Email,20.1,1,4.0,Closed
SC00352,CR0132,2025-11-29,Monetization,Chat,,0,,Open
SC00353,CR0132,2025-03-13,Monetization,Chat,23.1,1,4.0,Closed
SC00354,CR0132,2025-04-20,Monetization,Chat,5.9,1,5.0,Closed
SC00355,CR0132,2025-02-09,Monetization,Email,7.5,1,4.0,Closed
SC00356,CR0132,2025-03-23,Monetization,Chat,32.3,0,4.0,Closed
SC00357,CR0133,2025-05-04,Monetization,Email,14.8,1,3.0,Closed
SC00358,CR0133,2025-02-01,Account Access,Chat,6.3,1,5.0,Closed
SC00359,CR0133,2025-04-30,Account Access,Email,16.2,1,3.0,Closed
SC00360,CR0133,2025-06-30,Monetization,Email,8.6,1,5.0,Closed
SC00361,CR0134,2025-12-07,Account Access,Chat,,0,,Open
SC00362,CR0134,2025-04-04,Policy Question,Chat,2.1,1,5.0,Closed
SC00363,CR0135,2025-12-26,Monetization,Email,6.3,1,5.0,Closed
SC00364,CR0136,2025-12-04,Monetization,Chat,,0,,Open
SC00365,CR0136,2025-06-18,Technical Issue,Email,5.3,0,5.0,Closed
SC00366,CR0136,2025-11-08,Monetization,Chat,9.4,1,4.0,Closed
SC00367,CR0137,2025-10-15,Policy Question,Chat,27.7,1,3.0,Closed
SC00368,CR0137,2025-09-11,Policy Question,Email,26.5,1,3.0,Closed
SC00369,CR0138,2025-11-27,Technical Issue,Email,1.9,0,5.0,Closed
SC00370,CR0138,2025-08-08,Monetization,Chat,5.4,1,4.0,Closed
SC00371,CR0138,2025-08-04,Account Access,Email,15.6,1,4.0,Closed
SC00372,CR0139,2025-02-14,Account Access,Email,4.5,0,5.0,Closed
SC00373,CR0139,2025-11-12,Account Access,Phone,4.0,1,5.0,Closed
SC00374,CR0139,2025-07-28,Monetization,Email,17.5,0,3.0,Closed
SC00375,CR0139,2025-05-19,Monetization,Email,5.2,1,5.0,Closed
SC00376,CR0140,2025-09-17,Policy Question,Email,4.9,1,5.0,Closed
SC00377,CR0141,2025-07-30,Policy Question,Chat,4.8,0,5.0,Closed
SC00378,CR0142,2025-08-18,Analytics Question,Chat,14.8,1,5.0,Closed
SC00379,CR0142,2025-08-07,Account Access,Email,6.3,1,5.0,Closed
SC00380,CR0142,2025-07-12,Monetization,Chat,14.3,1,4.0,Closed
SC00381,CR0142,2025-12-24,Monetization,Email,14.7,1,5.0,Closed
SC00382,CR0143,2025-04-30,Account Access,Chat,3.9,1,4.0,Closed
SC00383,CR0143,2025-03-02,Analytics Question,Chat,3.9,0,5.0,Closed
SC00384,CR0143,2025-04-05,Account Access,Chat,25.9,0,5.0,Closed
SC00385,CR0144,2025-10-09,Policy Question,Chat,10.4,1,4.0,Closed
SC00386,CR0144,2025-08-04,Monetization,Email,26.2,1,3.0,Closed
SC00387,CR0145,2025-01-01,Monetization,Chat,12.2,1,5.0,Closed
SC00388,CR0145,2025-03-20,Account Access,Email,10.0,1,5.0,Closed
SC00389,CR0146,2025-06-12,Monetization,Phone,11.6,1,3.0,Closed
SC00390,CR0146,2025-10-22,Analytics Question,Email,4.7,0,5.0,Closed
SC00391,CR0146,2025-11-01,Policy Question,Chat,54.5,1,1.0,Closed
SC00392,CR0146,2025-11-01,Policy Question,Chat,3.5,1,5.0,Closed
SC00393,CR0146,2025-10-27,Account Access,Chat,28.7,1,4.0,Closed
SC00394,CR0146,2025-01-02,Policy Question,Chat,13.8,0,4.0,Closed
SC00395,CR0146,2025-02-07,Account Access,Email,5.5,1,4.0,Closed
SC00396,CR0147,2025-04-02,Technical Issue,Chat,5.2,0,5.0,Closed
SC00397,CR0147,2025-06-22,Analytics Question,Chat,18.7,1,4.0,Closed
SC00398,CR0147,2025-06-25,Monetization,Phone,20.1,1,4.0,Closed
SC00399,CR0147,2025-03-28,Technical Issue,Chat,5.0,1,5.0,Closed
SC00400,CR0147,2025-11-23,Monetization,Chat,36.7,1,3.0,Closed
SC00401,CR0149,2025-09-22,Policy Question,Email,23.8,1,4.0,Closed
SC00402,CR0149,2025-12-19,Analytics Question,Email,17.8,1,3.0,Closed
SC00403,CR0149,2025-08-22,Technical Issue,Email,9.0,0,5.0,Closed
SC00404,CR0149,2025-01-04,Technical Issue,Email,9.0,1,4.0,Closed
SC00405,CR0149,2025-05-21,Account Access,Email,,0,,Open
SC00406,CR0150,2025-10-25,Technical Issue,Chat,12.6,0,4.0,Closed
SC00407,CR0150,2025-06-03,Policy Question,Phone,9.5,1,5.0,Closed
SC00408,CR0151,2025-10-23,Policy Question,Email,17.0,1,4.0,Closed
SC00409,CR0151,2025-02-14,Account Access,Email,11.5,1,5.0,Closed
SC00410,CR0151,2025-06-19,Policy Question,Email,13.9,1,5.0,Closed
SC00411,CR0152,2025-11-08,Monetization,Email,4.1,1,5.0,Closed
SC00412,CR0153,2025-11-22,Analytics Question,Email,40.4,1,2.0,Closed
SC00413,CR0153,2025-11-28,Technical Issue,Phone,21.7,1,3.0,Closed
SC00414,CR0153,2025-03-01,Analytics Question,Chat,12.2,1,4.0,Closed
SC00415,CR0153,2025-12-21,Monetization,Chat,7.6,1,3.0,Closed
SC00416,CR0154,2025-06-19,Technical Issue,Email,9.0,0,5.0,Closed
SC00417,CR0154,2025-07-09,Analytics Question,Email,6.2,1,4.0,Closed
SC00418,CR0154,2025-09-01,Technical Issue,Chat,,0,,Open
SC00419,CR0154,2025-12-19,Analytics Question,Email,6.8,0,5.0,Closed
SC00420,CR0154,2025-06-15,Policy Question,Chat,7.4,1,5.0,Closed
SC00421,CR0155,2025-11-29,Policy Question,Email,17.4,1,3.0,Closed
SC00422,CR0155,2025-09-10,Account Access,Email,27.0,1,5.0,Closed
SC00423,CR0156,2025-08-01,Monetization,Chat,8.8,1,5.0,Closed
SC00424,CR0156,2025-05-07,Monetization,Chat,21.6,1,4.0,Closed
SC00425,CR0157,2025-03-03,Account Access,Chat,72.1,1,3.0,Closed
SC00426,CR0157,2025-02-10,Policy Question,Email,3.9,1,5.0,Closed
SC00427,CR0157,2025-10-03,Technical Issue,Chat,18.4,1,4.0,Closed
SC00428,CR0157,2025-03-17,Technical Issue,Chat,33.3,0,4.0,Closed
SC00429,CR0157,2025-11-13,Monetization,Email,23.2,1,4.0,Closed
SC00430,CR0158,2025-07-01,Monetization,Email,10.1,1,4.0,Closed
SC00431,CR0158,2025-01-18,Technical Issue,Chat,7.8,1,4.0,Closed
SC00432,CR0158,2025-06-01,Analytics Question,Email,9.8,1,3.0,Closed
SC00433,CR0159,2025-10-31,Analytics Question,Chat,13.4,0,4.0,Closed
SC00434,CR0159,2025-11-27,Technical Issue,Phone,25.0,0,4.0,Closed
SC00435,CR0159,2025-02-07,Monetization,Phone,3.0,0,5.0,Closed
SC00436,CR0160,2025-10-19,Analytics Question,Phone,6.7,1,5.0,Closed
SC00437,CR0160,2025-03-12,Technical Issue,Chat,11.9,1,4.0,Closed
SC00438,CR0160,2025-11-29,Account Access,Email,14.9,0,3.0,Closed
SC00439,CR0161,2025-06-29,Technical Issue,Email,9.3,1,5.0,Closed
SC00440,CR0161,2025-05-30,Technical Issue,Phone,7.6,0,5.0,Closed
SC00441,CR0162,2025-10-30,Analytics Question,Chat,23.8,1,3.0,Closed
SC00442,CR0162,2025-07-05,Policy Question,Email,22.6,1,5.0,Closed
SC00443,CR0162,2025-01-03,Monetization,Phone,8.8,0,5.0,Closed
SC00444,CR0163,2025-11-12,Account Access,Email,31.6,1,3.0,Closed
SC00445,CR0163,2025-11-02,Technical Issue,Phone,35.4,1,3.0,Closed
SC00446,CR0164,2025-09-12,Account Access,Email,52.1,1,1.0,Closed
SC00447,CR0164,2025-03-12,Account Access,Chat,1.9,1,5.0,Closed
SC00448,CR0164,2025-11-01,Monetization,Chat,19.7,0,5.0,Closed
SC00449,CR0165,2025-08-25,Technical Issue,Phone,20.0,1,5.0,Closed
SC00450,CR0165,2025-08-03,Technical Issue,Chat,4.0,1,4.0,Closed
SC00451,CR0165,2025-10-11,Monetization,Chat,16.6,1,5.0,Closed
SC00452,CR0166,2025-05-29,Analytics Question,Email,6.3,1,5.0,Closed
SC00453,CR0167,2025-08-20,Technical Issue,Chat,4.3,1,5.0,Closed
SC00454,CR0168,2025-08-22,Account Access,Email,10.5,1,4.0,Closed
SC00455,CR0168,2025-04-19,Account Access,Chat,15.8,0,4.0,Closed
SC00456,CR0169,2025-03-11,Technical Issue,Chat,33.0,1,3.0,Closed
SC00457,CR0169,2025-11-09,Technical Issue,Chat,5.1,1,5.0,Closed
SC00458,CR0169,2025-05-19,Technical Issue,Chat,22.9,1,4.0,Closed
SC00459,CR0170,2025-02-02,Analytics Question,Phone,8.3,0,4.0,Closed
SC00460,CR0170,2025-01-11,Technical Issue,Email,11.0,1,4.0,Closed
SC00461,CR0170,2025-04-12,Technical Issue,Email,5.4,0,5.0,Closed
SC00462,CR0170,2025-04-03,Policy Question,Chat,21.9,1,4.0,Closed
SC00463,CR0172,2025-08-02,Technical Issue,Chat,2.7,1,4.0,Closed
SC00464,CR0172,2025-01-10,Technical Issue,Email,10.0,0,3.0,Closed
SC00465,CR0173,2025-12-02,Technical Issue,Phone,7.5,0,5.0,Closed
SC00466,CR0173,2025-10-26,Technical Issue,Chat,18.6,1,4.0,Closed
SC00467,CR0174,2025-02-27,Policy Question,Email,7.4,1,5.0,Closed
SC00468,CR0174,2025-07-29,Monetization,Email,23.9,0,3.0,Closed
SC00469,CR0174,2025-11-09,Technical Issue,Chat,16.2,0,4.0,Closed
SC00470,CR0174,2025-10-10,Technical Issue,Email,12.8,0,5.0,Closed
SC00471,CR0175,2025-10-17,Analytics Question,Phone,5.8,0,5.0,Closed
SC00472,CR0175,2025-10-29,Technical Issue,Chat,7.8,0,5.0,Closed
SC00473,CR0176,2025-10-29,Policy Question,Chat,8.0,1,4.0,Closed
SC00474,CR0176,2025-03-18,Monetization,Email,23.3,0,3.0,Closed
SC00475,CR0176,2025-06-07,Technical Issue,Email,15.7,1,5.0,Closed
SC00476,CR0177,2025-05-14,Monetization,Phone,19.5,1,3.0,Closed
SC00477,CR0177,2025-02-13,Policy Question,Chat,26.7,1,3.0,Closed
SC00478,CR0177,2025-08-02,Analytics Question,Phone,12.8,0,5.0,Closed
SC00479,CR0178,2025-02-25,Technical Issue,Email,1.9,1,5.0,Closed
SC00480,CR0178,2025-06-19,Policy Question,Email,11.8,1,4.0,Closed
SC00481,CR0179,2025-03-20,Technical Issue,Email,7.9,0,5.0,Closed
SC00482,CR0181,2025-09-26,Policy Question,Email,5.3,0,5.0,Closed
SC00483,CR0183,2025-02-20,Monetization,Email,13.8,1,4.0,Closed
SC00484,CR0183,2025-09-25,Account Access,Email,12.7,0,4.0,Closed
SC00485,CR0183,2025-06-08,Monetization,Chat,12.3,0,4.0,Closed
SC00486,CR0183,2025-03-20,Analytics Question,Phone,7.0,1,4.0,Closed
SC00487,CR0183,2025-06-28,Monetization,Email,21.9,0,3.0,Closed
SC00488,CR0183,2025-10-22,Technical Issue,Phone,11.3,0,3.0,Closed
SC00489,CR0184,2025-03-28,Account Access,Email,,0,,Open
SC00490,CR0185,2025-08-15,Analytics Question,Email,7.1,1,5.0,Closed
SC00491,CR0186,2025-01-21,Policy Question,Phone,19.9,1,5.0,Closed
SC00492,CR0186,2025-05-06,Policy Question,Chat,11.2,1,5.0,Closed
SC00493,CR0186,2025-03-05,Monetization,Email,23.3,1,4.0,Closed
SC00494,CR0187,2025-11-11,Technical Issue,Email,32.2,0,3.0,Closed
SC00495,CR0188,2025-08-29,Analytics Question,Email,3.2,1,3.0,Closed
SC00496,CR0190,2025-12-01,Technical Issue,Email,9.7,1,5.0,Closed
SC00497,CR0190,2025-09-25,Policy Question,Chat,19.3,1,2.0,Closed
SC00498,CR0190,2025-07-31,Account Access,Chat,14.4,1,5.0,Closed
SC00499,CR0190,2025-04-01,Technical Issue,Email,15.2,1,5.0,Closed
SC00500,CR0190,2025-02-11,Technical Issue,Chat,7.5,1,5.0,Closed
SC00501,CR0191,2025-03-30,Policy Question,Phone,6.2,1,5.0,Closed
SC00502,CR0191,2025-10-22,Monetization,Phone,6.5,1,4.0,Closed
SC00503,CR0192,2025-03-12,Policy Question,Phone,40.9,1,3.0,Closed
SC00504,CR0194,2025-08-20,Technical Issue,Email,33.1,1,4.0,Closed
SC00505,CR0194,2025-09-15,Account Access,Email,1.5,1,4.0,Closed
SC00506,CR0194,2025-07-28,Analytics Question,Email,9.5,0,5.0,Closed
SC00507,CR0194,2025-12-01,Policy Question,Chat,10.3,1,3.0,Closed
SC00508,CR0194,2025-03-18,Policy Question,Email,21.8,1,5.0,Closed
SC00509,CR0195,2025-07-19,Monetization,Chat,19.9,0,4.0,Closed
SC00510,CR0196,2025-04-20,Monetization,Chat,,0,,Open
SC00511,CR0196,2025-11-25,Monetization,Phone,21.0,1,5.0,Closed
SC00512,CR0198,2025-02-08,Policy Question,Email,4.7,1,5.0,Closed
SC00513,CR0198,2025-05-26,Monetization,Chat,3.3,1,5.0,Closed
SC00514,CR0198,2025-04-12,Analytics Question,Chat,11.7,1,4.0,Closed
SC00515,CR0199,2025-06-09,Technical Issue,Phone,28.3,1,3.0,Closed
SC00516,CR0200,2025-08-30,Monetization,Email,4.1,1,4.0,Closed
SC00517,CR0200,2025-02-02,Monetization,Email,4.2,0,5.0,Closed
SC00518,CR0200,2025-04-15,Analytics Question,Email,13.9,0,5.0,Closed
SC00519,CR0200,2025-08-19,Monetization,Chat,10.7,1,5.0,Closed
SC00520,CR0200,2025-02-23,Policy Question,Email,27.8,1,4.0,Closed
SC00521,CR0200,2025-09-07,Account Access,Chat,9.8,1,5.0,Closed
SC00522,CR0201,2025-10-08,Analytics Question,Email,9.1,1,4.0,Closed
SC00523,CR0201,2025-04-20,Policy Question,Phone,8.5,0,5.0,Closed
SC00524,CR0202,2025-07-25,Monetization,Email,10.4,0,4.0,Closed
SC00525,CR0202,2025-02-17,Monetization,Email,18.5,0,4.0,Closed
SC00526,CR0202,2025-08-21,Account Access,Phone,25.1,0,4.0,Closed
SC00527,CR0202,2025-03-21,Technical Issue,Email,7.1,1,4.0,Closed
SC00528,CR0203,2025-11-09,Analytics Question,Chat,6.3,0,4.0,Closed
SC00529,CR0203,2025-01-03,Monetization,Chat,8.1,0,5.0,Closed
SC00530,CR0203,2025-02-13,Account Access,Email,7.0,1,5.0,Closed
SC00531,CR0204,2025-10-12,Policy Question,Email,11.4,1,5.0,Closed
SC00532,CR0205,2025-11-01,Technical Issue,Phone,6.3,1,5.0,Closed
SC00533,CR0205,2025-01-21,Monetization,Email,26.8,0,4.0,Closed
SC00534,CR0206,2025-05-01,Monetization,Phone,16.6,1,4.0,Closed
SC00535,CR0206,2025-02-26,Policy Question,Phone,9.7,1,4.0,Closed
SC00536,CR0207,2025-07-21,Policy Question,Email,13.2,1,4.0,Closed
SC00537,CR0208,2025-02-27,Account Access,Phone,4.2,1,5.0,Closed
SC00538,CR0208,2025-09-16,Account Access,Phone,14.7,1,4.0,Closed
SC00539,CR0209,2025-08-11,Monetization,Email,37.0,1,2.0,Closed
SC00540,CR0209,2025-12-14,Policy Question,Chat,5.9,1,4.0,Closed
SC00541,CR0209,2025-07-24,Account Access,Email,2.0,1,5.0,Closed
SC00542,CR0209,2025-01-19,Monetization,Chat,11.2,1,4.0,Closed
SC00543,CR0210,2025-10-31,Monetization,Chat,10.0,1,5.0,Closed
SC00544,CR0210,2025-04-04,Technical Issue,Chat,6.0,1,5.0,Closed
SC00545,CR0210,2025-12-24,Analytics Question,Email,22.0,1,3.0,Closed
SC00546,CR0211,2025-09-22,Analytics Question,Email,1.9,1,5.0,Closed
SC00547,CR0211,2025-11-17,Analytics Question,Email,7.6,1,5.0,Closed
SC00548,CR0212,2025-06-11,Monetization,Chat,26.0,1,5.0,Closed
SC00549,CR0212,2025-05-28,Monetization,Chat,5.9,0,5.0,Closed
SC00550,CR0212,2025-05-19,Technical Issue,Email,29.3,0,4.0,Closed
SC00551,CR0212,2025-01-15,Monetization,Chat,10.8,1,4.0,Closed
SC00552,CR0213,2025-11-30,Monetization,Chat,25.5,1,4.0,Closed
SC00553,CR0213,2025-09-06,Technical Issue,Email,9.6,0,5.0,Closed
SC00554,CR0213,2025-06-15,Account Access,Email,7.4,1,5.0,Closed
SC00555,CR0213,2025-03-24,Technical Issue,Chat,4.7,1,5.0,Closed
SC00556,CR0213,2025-05-27,Analytics Question,Email,7.1,1,3.0,Closed
SC00557,CR0213,2025-05-05,Policy Question,Phone,5.7,1,5.0,Closed
SC00558,CR0213,2025-03-27,Account Access,Email,4.7,1,4.0,Closed
SC00559,CR0214,2025-08-04,Account Access,Chat,8.8,1,4.0,Closed
SC00560,CR0214,2025-03-06,Technical Issue,Email,20.4,0,4.0,Closed
SC00561,CR0214,2025-07-06,Account Access,Email,6.5,1,5.0,Closed
SC00562,CR0215,2025-11-06,Policy Question,Email,8.4,0,4.0,Closed
SC00563,CR0215,2025-02-20,Technical Issue,Phone,6.7,1,5.0,Closed
SC00564,CR0215,2025-01-06,Technical Issue,Email,3.4,1,5.0,Closed
SC00565,CR0215,2025-07-13,Analytics Question,Email,6.7,1,5.0,Closed
SC00566,CR0216,2025-12-01,Monetization,Chat,15.2,1,5.0,Closed
SC00567,CR0216,2025-01-10,Technical Issue,Chat,18.3,0,3.0,Closed
SC00568,CR0216,2025-10-22,Technical Issue,Phone,4.2,1,4.0,Closed
SC00569,CR0216,2025-08-23,Monetization,Email,18.0,1,4.0,Closed
SC00570,CR0217,2025-08-21,Analytics Question,Email,18.6,1,4.0,Closed
SC00571,CR0218,2025-02-02,Technical Issue,Email,3.3,0,5.0,Closed
SC00572,CR0218,2025-09-29,Policy Question,Phone,8.1,1,5.0,Closed
SC00573,CR0218,2025-07-22,Monetization,Chat,56.3,0,2.0,Closed
SC00574,CR0218,2025-07-13,Monetization,Chat,37.1,0,2.0,Closed
SC00575,CR0218,2025-03-20,Technical Issue,Chat,9.2,0,5.0,Closed
SC00576,CR0218,2025-11-11,Technical Issue,Phone,21.1,1,4.0,Closed
SC00577,CR0219,2025-01-07,Technical Issue,Chat,6.3,1,5.0,Closed
SC00578,CR0219,2025-08-28,Monetization,Email,13.4,0,3.0,Closed
SC00579,CR0219,2025-10-31,Analytics Question,Chat,2.0,1,5.0,Closed
SC00580,CR0220,2025-10-14,Policy Question,Chat,13.2,0,5.0,Closed
SC00581,CR0220,2025-03-13,Monetization,Email,26.0,0,4.0,Closed
SC00582,CR0220,2025-04-03,Analytics Question,Email,6.9,0,5.0,Closed
SC00583,CR0220,2025-10-04,Technical Issue,Phone,16.6,1,4.0,Closed
SC00584,CR0221,2025-02-17,Technical Issue,Chat,12.2,1,4.0,Closed
SC00585,CR0221,2025-08-15,Analytics Question,Phone,8.0,1,4.0,Closed
SC00586,CR0221,2025-04-07,Technical Issue,Phone,11.0,0,5.0,Closed
SC00587,CR0221,2025-06-13,Policy Question,Email,7.6,1,3.0,Closed
SC00588,CR0221,2025-08-23,Account Access,Email,6.0,1,5.0,Closed
SC00589,CR0222,2025-04-22,Monetization,Email,8.5,0,5.0,Closed
SC00590,CR0222,2025-03-14,Monetization,Chat,13.4,1,4.0,Closed
SC00591,CR0222,2025-02-04,Policy Question,Chat,,0,,Open
SC00592,CR0223,2025-04-26,Monetization,Chat,35.6,1,4.0,Closed
SC00593,CR0223,2025-12-20,Monetization,Email,34.2,1,3.0,Closed
SC00594,CR0225,2025-11-18,Analytics Question,Chat,1.6,0,5.0,Closed
SC00595,CR0225,2025-09-16,Technical Issue,Email,9.3,0,5.0,Closed
SC00596,CR0225,2025-01-10,Technical Issue,Email,40.0,1,3.0,Closed
SC00597,CR0225,2025-01-13,Account Access,Email,12.1,0,4.0,Closed
SC00598,CR0225,2025-07-08,Monetization,Chat,6.1,1,4.0,Closed
SC00599,CR0225,2025-08-10,Monetization,Email,6.8,1,5.0,Closed
SC00600,CR0226,2025-06-11,Analytics Question,Phone,4.8,1,5.0,Closed
SC00601,CR0226,2025-04-13,Monetization,Phone,2.2,1,5.0,Closed
SC00602,CR0227,2025-10-02,Technical Issue,Email,26.0,1,4.0,Closed
SC00603,CR0227,2025-10-03,Technical Issue,Email,5.4,1,5.0,Closed
SC00604,CR0228,2025-03-12,Technical Issue,Phone,9.5,1,4.0,Closed
SC00605,CR0228,2025-02-21,Monetization,Chat,8.1,1,5.0,Closed
SC00606,CR0228,2025-03-20,Account Access,Chat,7.0,1,4.0,Closed
SC00607,CR0228,2025-05-23,Account Access,Chat,12.0,1,5.0,Closed
SC00608,CR0229,2025-04-02,Analytics Question,Phone,9.1,0,5.0,Closed
SC00609,CR0230,2025-09-23,Technical Issue,Email,11.0,1,5.0,Closed
SC00610,CR0230,2025-08-28,Account Access,Email,6.1,0,5.0,Closed
SC00611,CR0230,2025-08-01,Technical Issue,Chat,4.7,1,4.0,Closed
SC00612,CR0230,2025-07-28,Technical Issue,Email,,0,,Open
SC00613,CR0231,2025-08-30,Account Access,Chat,,0,,Open
SC00614,CR0231,2025-05-21,Monetization,Email,5.2,0,5.0,Closed
SC00615,CR0231,2025-05-12,Technical Issue,Phone,6.5,1,5.0,Closed
SC00616,CR0231,2025-05-16,Monetization,Chat,16.0,0,5.0,Closed
SC00617,CR0231,2025-12-16,Technical Issue,Chat,13.4,1,3.0,Closed
SC00618,CR0232,2025-03-13,Policy Question,Chat,2.6,1,5.0,Closed
SC00619,CR0233,2025-09-09,Monetization,Chat,,0,,Open
SC00620,CR0233,2025-07-11,Technical Issue,Chat,14.4,1,4.0,Closed
SC00621,CR0233,2025-02-24,Analytics Question,Phone,10.8,0,5.0,Closed
SC00622,CR0233,2025-04-22,Technical Issue,Chat,9.3,1,5.0,Closed
SC00623,CR0233,2025-08-23,Account Access,Email,21.5,1,4.0,Closed
SC00624,CR0234,2025-11-17,Technical Issue,Email,12.4,0,4.0,Closed
SC00625,CR0234,2025-05-18,Monetization,Email,9.8,1,4.0,Closed
SC00626,CR0235,2025-01-16,Analytics Question,Chat,8.6,0,3.0,Closed
SC00627,CR0235,2025-10-03,Monetization,Chat,6.0,1,5.0,Closed
SC00628,CR0235,2025-07-23,Monetization,Email,18.5,1,4.0,Closed
SC00629,CR0237,2025-09-08,Technical Issue,Phone,8.6,1,5.0,Closed
SC00630,CR0237,2025-06-01,Policy Question,Phone,19.6,1,5.0,Closed
SC00631,CR0237,2025-09-07,Policy Question,Chat,1.7,1,4.0,Closed
SC00632,CR0237,2025-08-18,Technical Issue,Email,17.4,0,3.0,Closed
SC00633,CR0238,2025-04-20,Monetization,Phone,10.9,0,4.0,Closed
SC00634,CR0238,2025-04-30,Policy Question,Chat,45.1,0,2.0,Closed
SC00635,CR0239,2025-07-23,Analytics Question,Email,13.5,1,4.0,Closed
SC00636,CR0239,2025-09-07,Policy Question,Chat,5.8,0,5.0,Closed
SC00637,CR0240,2025-08-29,Monetization,Phone,26.9,1,4.0,Closed
SC00638,CR0241,2025-02-02,Account Access,Phone,,0,,Open
SC00639,CR0242,2025-09-29,Account Access,Email,33.4,1,4.0,Closed
SC00640,CR0242,2025-08-18,Account Access,Email,24.3,1,3.0,Closed
SC00641,CR0242,2025-05-31,Account Access,Email,2.8,1,5.0,Closed
SC00642,CR0242,2025-09-02,Account Access,Chat,22.6,1,3.0,Closed
SC00643,CR0242,2025-05-30,Technical Issue,Email,,0,,Open
SC00644,CR0242,2025-03-19,Technical Issue,Chat,39.0,1,2.0,Closed
SC00645,CR0243,2025-02-25,Account Access,Phone,8.5,1,5.0,Closed
SC00646,CR0244,2025-05-08,Account Access,Chat,18.1,1,4.0,Closed
SC00647,CR0245,2025-12-06,Account Access,Email,4.7,0,4.0,Closed
SC00648,CR0245,2025-06-01,Monetization,Email,19.9,1,4.0,Closed
SC00649,CR0246,2025-06-09,Account Access,Chat,3.7,1,4.0,Closed
SC00650,CR0246,2025-02-28,Account Access,Email,3.3,1,4.0,Closed
SC00651,CR0246,2025-10-06,Monetization,Email,26.3,1,3.0,Closed
SC00652,CR0246,2025-05-06,Technical Issue,Phone,7.5,1,4.0,Closed
SC00653,CR0246,2025-09-01,Account Access,Chat,7.4,1,4.0,Closed
SC00654,CR0246,2025-12-05,Monetization,Phone,15.0,1,5.0,Closed
SC00655,CR0248,2025-05-23,Technical Issue,Chat,2.7,1,4.0,Closed
SC00656,CR0248,2025-08-01,Monetization,Email,4.5,1,5.0,Closed
SC00657,CR0248,2025-06-15,Technical Issue,Email,2.0,0,5.0,Closed
SC00658,CR0248,2025-09-30,Analytics Question,Chat,2.4,0,5.0,Closed
SC00659,CR0249,2025-12-05,Policy Question,Chat,7.4,0,5.0,Closed
SC00660,CR0249,2025-02-11,Technical Issue,Chat,,0,,Open
SC00661,CR0249,2025-02-24,Monetization,Chat,17.7,0,4.0,Closed
SC00662,CR0249,2025-11-30,Technical Issue,Phone,12.6,1,5.0,Closed
SC00663,CR0250,2025-09-09,Analytics Question,Phone,8.6,0,5.0,Closed
SC00664,CR0250,2025-11-17,Policy Question,Email,20.9,1,4.0,Closed
SC00665,CR0250,2025-12-29,Account Access,Email,10.6,0,5.0,Closed
SC00666,CR0250,2025-05-06,Monetization,Phone,8.6,0,5.0,Closed
SC00667,CR0251,2025-10-24,Policy Question,Email,9.6,1,5.0,Closed
SC00668,CR0251,2025-07-05,Analytics Question,Phone,,0,,Open
SC00669,CR0251,2025-05-11,Policy Question,Chat,,0,,Open
SC00670,CR0251,2025-06-02,Monetization,Email,7.3,0,5.0,Closed
SC00671,CR0252,2025-06-12,Analytics Question,Email,5.5,1,5.0,Closed
SC00672,CR0252,2025-08-18,Account Access,Chat,6.5,1,5.0,Closed
SC00673,CR0253,2025-08-22,Analytics Question,Chat,,0,,Open
SC00674,CR0253,2025-02-04,Technical Issue,Email,12.0,1,3.0,Closed
SC00675,CR0253,2025-11-20,Technical Issue,Chat,13.8,1,5.0,Closed
SC00676,CR0253,2025-05-31,Account Access,Phone,8.1,1,5.0,Closed
SC00677,CR0254,2025-11-24,Account Access,Phone,4.4,0,5.0,Closed
SC00678,CR0254,2025-08-12,Monetization,Email,21.6,1,4.0,Closed
SC00679,CR0254,2025-01-30,Account Access,Chat,7.8,0,4.0,Closed
SC00680,CR0255,2025-02-08,Monetization,Email,10.7,1,5.0,Closed
SC00681,CR0255,2025-03-18,Policy Question,Chat,17.2,0,4.0,Closed
SC00682,CR0256,2025-02-04,Monetization,Email,5.5,1,5.0,Closed
SC00683,CR0256,2025-04-30,Analytics Question,Phone,7.9,1,5.0,Closed
SC00684,CR0256,2025-10-01,Policy Question,Chat,18.2,0,5.0,Closed
SC00685,CR0256,2025-02-21,Analytics Question,Email,5.6,1,5.0,Closed
SC00686,CR0256,2025-10-15,Account Access,Email,12.9,1,4.0,Closed
SC00687,CR0257,2025-03-03,Policy Question,Phone,,0,,Open
SC00688,CR0257,2025-01-29,Account Access,Chat,,0,,Open
SC00689,CR0257,2025-05-14,Technical Issue,Email,,0,,Open
SC00690,CR0257,2025-08-08,Monetization,Chat,8.7,0,5.0,Closed
SC00691,CR0257,2025-12-27,Analytics Question,Chat,9.1,1,5.0,Closed
SC00692,CR0258,2025-08-15,Technical Issue,Email,8.1,1,5.0,Closed
SC00693,CR0258,2025-11-01,Policy Question,Email,5.9,0,5.0,Closed
