creator_id,join_date,region,category,partner_tier,first_half_views,second_half_views,active_months,support_cases,avg_resolution_hours,view_growth_pct
CR0238,2024-03-06,US & Canada,Lifestyle,Established,275938.8333333333,291929.1666666667,11,2,28.0,5.79488328633219
CR0239,2022-11-20,US & Canada,Gaming,Emerging,10749.0,15017.666666666666,9,2,9.65,39.71222129190311
CR0240,2024-05-15,US & Canada,Music,Emerging,9737.0,16548.5,11,1,26.9,69.95481154359659
CR0241,2022-09-13,US & Canada,Education,Emerging,10709.166666666666,10599.5,9,1,,-1.0240448214146702
CR0242,2024-11-10,Brazil,Gaming,Growth,37379.333333333336,49806.666666666664,11,6,24.419999999999998,33.246535518735826
CR0243,2024-06-06,US & Canada,Lifestyle,Growth,59323.333333333336,90301.0,12,1,8.5,52.21835140754059
CR0244,2024-11-20,Other LATAM,Entertainment,Growth,81822.5,95405.0,11,1,18.1,16.59995722447982
CR0245,2022-05-30,US & Canada,Entertainment,Growth,81066.5,115962.66666666667,12,2,12.299999999999999,43.046346723574686
CR0246,2023-10-01,Mexico,Gaming,Emerging,13337.333333333334,20004.166666666668,10,6,10.533333333333333,49.986254123762876
CR0247,2024-06-20,Brazil,Lifestyle,Growth,36265.0,46464.833333333336,11,0,,28.12583298864838
CR0248,2022-12-29,US & Canada,Lifestyle,Emerging,10775.166666666666,15071.166666666666,9,4,2.9,39.86945290869438
CR0249,2023-08-23,US & Canada,Education,Emerging,21113.666666666668,20800.166666666668,9,4,12.566666666666665,-1.4848202586002746
CR0250,2024-12-05,US & Canada,Lifestyle,Emerging,9094.333333333334,15553.666666666666,9,4,12.175,71.02591357255432
CR0251,2024-06-14,US & Canada,Gaming,Established,454047.6666666667,390534.8333333333,11,4,8.45,-13.988142214143457
CR0252,2022-04-24,US & Canada,Education,Established,173696.5,165794.83333333334,12,2,6.0,-4.5491225595603
CR0253,2023-06-30,US & Canada,Education,Growth,65301.333333333336,69438.16666666667,12,4,11.299999999999999,6.3349906076445635
CR0254,2024-07-10,Other LATAM,Entertainment,Emerging,33794.833333333336,38032.666666666664,9,3,11.266666666666666,12.539885288185063
CR0255,2024-01-17,US & Canada,Gaming,Emerging,10439.0,11346.833333333334,12,2,13.95,8.696554586965553
CR0256,2024-12-21,US & Canada,Education,Growth,53078.333333333336,82586.0,11,5,10.02,55.592677489245446
CR0257,2022-09-20,Other LATAM,Entertainment,Growth,59419.333333333336,115161.33333333333,11,5,8.899999999999999,93.81121744886623
CR0258,2023-05-27,Other LATAM,Gaming,Established,305547.6666666667,337399.3333333333,12,2,7.0,10.424450958552008
CR0259,2024-07-24,US & Canada,Education,Growth,159315.83333333334,149116.83333333334,12,3,14.3,-6.40174914608822
CR0260,2024-03-06,US & Canada,Music,Emerging,41810.166666666664,51985.333333333336,11,2,8.4,24.336584801942124
CR0261,2022-11-22,Other LATAM,Entertainment,Growth,52386.5,78327.66666666667,12,4,13.200000000000001,49.518800963352525
CR0262,2023-07-18,US & Canada,Music,Emerging,12883.166666666666,10377.666666666666,12,5,18.18,-19.447858316407714
CR0263,2024-08-19,US & Canada,Entertainment,Emerging,22420.833333333332,32925.5,9,6,13.983333333333333,46.85225794461997
CR0264,2022-12-25,US & Canada,Entertainment,Emerging,11887.333333333334,24891.333333333332,9,5,15.48,109.39375245359204
CR0265,2022-06-17,Mexico,Education,Emerging,15439.166666666666,14550.666666666666,11,3,13.4,-5.754844281319156
CR0266,2023-04-03,Brazil,Lifestyle,Growth,99731.83333333333,106631.5,11,2,5.3,6.918219024016074
CR0267,2022-12-27,US & Canada,Lifestyle,Emerging,18849.0,16979.666666666668,11,6,15.916666666666666,-9.9174138327409
CR0268,2024-03-01,US & Canada,Music,Emerging,9896.0,11453.666666666666,9,2,18.55,15.74036647803826
CR0269,2023-12-09,US & Canada,Music,Emerging,18202.166666666668,24186.666666666668,11,2,7.1,32.87795408971459
CR0270,2022-08-14,US & Canada,Music,Growth,54548.666666666664,99391.33333333333,11,0,,82.20671449347982
CR0271,2022-09-28,US & Canada,Music,Emerging,8048.166666666667,16849.166666666668,8,2,18.6,109.3540972064031
CR0272,2022-04-05,Other LATAM,Education,Growth,62022.5,94763.33333333333,10,0,,52.788638531715634
CR0273,2024-11-20,US & Canada,Music,Established,319666.8333333333,341350.0,12,3,8.466666666666667,6.783051729378667
CR0274,2022-09-04,Mexico,Entertainment,Emerging,23860.0,26952.5,10,6,14.539999999999997,12.961022632020116
CR0275,2022-11-25,Brazil,Music,Growth,116560.83333333333,107864.5,11,0,,-7.460767982384016
CR0276,2024-03-21,US & Canada,Gaming,Emerging,7240.333333333333,9623.833333333334,9,4,12.2,32.91975507573318
CR0277,2023-07-14,US & Canada,Education,Growth,115131.16666666667,117246.16666666667,12,3,11.733333333333334,1.8370351497639648
CR0278,2022-01-15,US & Canada,Entertainment,Emerging,20530.333333333332,31171.666666666668,10,3,10.933333333333332,51.83224821808382
CR0279,2023-09-09,US & Canada,Gaming,Established,253076.5,248023.5,12,2,6.25,-1.9966294776480629
CR0280,2022-05-14,US & Canada,Gaming,Growth,74398.5,70521.66666666667,11,2,12.850000000000001,-5.210902549558565
CR0281,2024-03-20,US & Canada,Gaming,Growth,57689.166666666664,69304.83333333333,12,5,7.375,20.134918456671528
CR0282,2023-07-20,Brazil,Gaming,Emerging,10480.833333333334,7912.833333333333,11,6,7.349999999999999,-24.501868490100986
CR0283,2023-11-08,Mexico,Music,Growth,101354.66666666667,175889.66666666666,11,5,13.819999999999999,73.53879446432329
CR0284,2024-04-15,US & Canada,Music,Growth,118676.5,201845.16666666666,10,2,22.400000000000002,70.08014785291667
CR0285,2022-05-10,Brazil,Entertainment,Emerging,6360.333333333333,10218.0,11,2,8.9,60.651957444578386
CR0286,2022-02-13,Brazil,Gaming,Emerging,18977.166666666668,27325.833333333332,10,3,11.5,43.99321992218718
CR0287,2022-04-24,Brazil,Education,Emerging,18392.166666666668,31357.5,10,3,11.566666666666668,70.49377905448877
CR0288,2024-03-14,US & Canada,Music,Emerging,30174.0,17364.5,8,2,18.95,-42.45211108901704
CR0289,2022-10-07,US & Canada,Entertainment,Established,872857.8333333334,776222.6666666666,12,4,6.425,-11.07112326616
CR0290,2023-05-14,US & Canada,Gaming,Growth,142733.83333333334,140298.66666666666,12,1,11.1,-1.70608930608605
CR0291,2024-11-23,Mexico,Education,Emerging,5642.0,7861.833333333333,9,3,13.333333333333334,39.34479498995628
CR0292,2023-11-01,Other LATAM,Lifestyle,Emerging,16262.166666666666,22743.0,11,2,8.65,39.85221321472129
CR0293,2022-08-11,US & Canada,Lifestyle,Emerging,18607.833333333332,18150.5,11,1,23.8,-2.4577462896450357
CR0294,2022-05-26,Mexico,Entertainment,Emerging,13825.333333333334,20733.666666666668,11,8,12.125,49.96865657247565
CR0295,2022-08-30,US & Canada,Entertainment,Emerging,10270.5,9758.666666666666,10,1,10.9,-4.983528877204946
CR0296,2024-03-21,US & Canada,Lifestyle,Growth,122031.16666666667,203366.83333333334,11,3,11.266666666666666,66.65155213080811
CR0297,2022-07-22,US & Canada,Music,Emerging,19125.333333333332,20307.0,12,3,6.1000000000000005,6.178541550474073
CR0298,2023-11-28,Brazil,Gaming,Growth,46369.833333333336,50745.166666666664,12,3,24.266666666666666,9.435732282841922
CR0299,2024-07-24,Brazil,Gaming,Emerging,41112.0,34114.5,11,2,4.2,-17.020577933450088
CR0300,2022-09-18,US & Canada,Education,Emerging,15991.333333333334,28301.333333333332,9,5,18.32,76.9791970650769
CR0301,2023-07-17,US & Canada,Entertainment,Emerging,6241.5,10046.333333333334,8,5,13.02,60.96023925872521
CR0302,2024-07-01,Other LATAM,Music,Emerging,21051.166666666668,25405.833333333332,11,0,,20.68610607488103
CR0303,2022-03-12,Brazil,Entertainment,Growth,159739.66666666666,246551.33333333334,9,0,,54.345716676509085
CR0304,2022-10-23,Brazil,Entertainment,Emerging,5816.333333333333,7473.166666666667,8,1,21.9,28.48587311593789
CR0305,2023-12-23,US & Canada,Lifestyle,Emerging,7830.0,11950.666666666666,9,4,10.2,52.62664963814389
CR0306,2023-08-15,US & Canada,Lifestyle,Emerging,17635.666666666668,24767.5,12,5,4.925,40.43982837809741
CR0307,2022-08-23,US & Canada,Music,Growth,197903.5,171314.66666666666,11,0,,-13.435251692533656
CR0308,2022-04-18,US & Canada,Education,Emerging,18834.0,32414.666666666668,11,4,10.274999999999999,72.10718204665322
CR0309,2022-12-22,US & Canada,Lifestyle,Established,492081.1666666667,647801.1666666666,12,2,6.949999999999999,31.645185905983652
CR0310,2024-07-03,Mexico,Lifestyle,Emerging,6095.333333333333,5480.5,9,3,10.333333333333334,-10.086951766378647
CR0311,2024-01-07,US & Canada,Music,Emerging,21419.666666666668,20936.333333333332,10,2,10.4,-2.256493253863283
CR0312,2024-05-22,US & Canada,Lifestyle,Emerging,14266.666666666666,13276.333333333334,9,3,6.133333333333333,-6.94158878504672
CR0313,2024-07-19,Other LATAM,Education,Established,424893.1666666667,452024.0,12,0,,6.385330587022066
CR0314,2024-04-14,US & Canada,Music,Growth,67260.0,102592.16666666667,11,3,6.8,52.53072653384875
CR0315,2024-10-18,Brazil,Gaming,Growth,272457.6666666667,248846.5,11,2,23.4,-8.665994594878965
CR0316,2023-07-19,Mexico,Entertainment,Growth,60823.166666666664,54072.333333333336,11,1,8.9,-11.099115194594157
CR0317,2024-08-10,Brazil,Gaming,Emerging,23672.833333333332,27910.333333333332,9,3,13.6,17.900265423798025
CR0318,2023-02-01,US & Canada,Entertainment,Emerging,23829.333333333332,16306.0,11,5,12.7,-31.571732318710826
CR0319,2022-09-20,Brazil,Entertainment,Emerging,26223.0,24565.0,9,4,20.9,-6.3226938184036925
CR0320,2022-08-20,Other LATAM,Education,Established,323588.8333333333,389734.8333333333,12,1,18.1,20.441372873909433
CR0321,2024-11-13,Brazil,Gaming,Growth,35112.333333333336,50600.0,11,3,6.433333333333333,44.10890760131767
CR0322,2023-12-25,US & Canada,Music,Emerging,13238.0,17511.833333333332,9,4,18.125,32.284584781185465
CR0323,2024-06-15,Brazil,Entertainment,Emerging,6405.166666666667,3911.0,7,6,9.866666666666665,-38.93991829512633
CR0324,2023-05-01,US & Canada,Education,Emerging,11970.5,12526.666666666666,10,5,11.65,4.646143992871359
CR0325,2023-09-11,US & Canada,Music,Established,207814.83333333334,222996.16666666666,12,1,23.5,7.305221234608685
CR0326,2022-04-15,Brazil,Music,Emerging,24011.0,28261.833333333332,11,2,31.15,17.70369136368053
CR0327,2022-02-08,US & Canada,Education,Emerging,8842.166666666666,17659.5,7,2,15.149999999999999,99.71914877575256
CR0328,2023-05-12,Brazil,Entertainment,Emerging,17573.666666666668,8005.333333333333,9,4,13.025,-54.44699455624894
CR0329,2022-04-05,Brazil,Education,Emerging,10670.0,10530.166666666666,11,2,15.850000000000001,-1.310527960012502
CR0330,2023-08-02,US & Canada,Music,Emerging,9153.166666666666,17399.333333333332,9,0,,90.09086108632714
CR0331,2023-03-03,Other LATAM,Gaming,Emerging,28282.333333333332,31341.166666666668,12,4,14.35,10.815349982910424
CR0332,2024-09-29,Brazil,Music,Growth,36536.833333333336,44109.666666666664,10,3,20.5,20.72657272797769
CR0333,2023-07-21,Mexico,Music,Emerging,12898.0,18514.5,11,1,14.0,43.54551093192743
CR0334,2024-09-12,US & Canada,Entertainment,Emerging,7488.0,7878.833333333333,10,4,8.166666666666666,5.219462250712247
CR0335,2023-06-28,US & Canada,Gaming,Emerging,13838.0,14008.833333333334,10,6,11.6,1.234523293346827
CR0336,2023-03-09,US & Canada,Gaming,Emerging,15434.0,34085.166666666664,8,4,15.425,120.84467193641741
CR0337,2022-04-29,Other LATAM,Music,Established,227621.83333333334,307301.5,12,0,,35.00528288513623
CR0338,2022-11-16,Brazil,Gaming,Emerging,8675.5,11284.333333333334,11,1,6.0,30.071273509692055
CR0339,2023-11-29,US & Canada,Music,Growth,32153.833333333332,37356.833333333336,12,2,5.300000000000001,16.181585399356234
CR0340,2024-01-07,Other LATAM,Gaming,Emerging,12366.833333333334,16796.833333333332,9,4,4.433333333333334,35.82161965472162
CR0341,2024-09-19,US & Canada,Lifestyle,Established,252653.16666666666,387111.0,12,3,15.233333333333334,53.21834477963533
CR0342,2022-10-11,Brazil,Music,Established,318605.8333333333,378954.1666666667,12,0,,18.941377407297956
CR0343,2023-01-04,Brazil,Education,Established,88795.0,134704.83333333334,11,0,,51.703173977513764
CR0344,2022-04-06,Mexico,Lifestyle,Emerging,21384.166666666668,26899.5,9,1,4.1,25.79166829040177
CR0345,2024-06-30,Brazil,Education,Emerging,29841.5,38681.333333333336,11,1,13.0,29.622617272366792
CR0346,2022-06-16,US & Canada,Education,Growth,47238.666666666664,55499.166666666664,12,3,8.6,17.48673403144317
CR0347,2022-02-15,Mexico,Lifestyle,Emerging,18307.166666666668,21222.166666666668,12,2,6.9,15.92272607266735
CR0348,2023-11-02,US & Canada,Gaming,Growth,23485.333333333332,28105.333333333332,8,2,9.75,19.67185193596003
CR0349,2024-01-21,US & Canada,Entertainment,Emerging,29926.166666666668,24614.666666666668,9,2,7.85,-17.748681477191084
CR0350,2022-10-09,Other LATAM,Lifestyle,Growth,73330.5,80365.0,11,6,10.0,9.592870633638118
CR0351,2023-10-26,US & Canada,Education,Established,242913.5,257752.66666666666,12,2,2.65,6.108827490718571
CR0352,2023-03-29,US & Canada,Lifestyle,Growth,119328.83333333333,109680.83333333333,12,2,23.9,-8.085221090739456
CR0353,2024-12-26,Brazil,Education,Emerging,16139.166666666666,15268.666666666666,7,3,6.766666666666667,-5.393710951618734
CR0354,2024-04-12,US & Canada,Gaming,Growth,47994.666666666664,67380.33333333333,10,3,12.366666666666665,40.391293477053004
CR0355,2023-03-19,Mexico,Entertainment,Growth,87147.66666666667,124292.33333333333,10,3,8.6,42.62267492340585
CR0356,2024-04-30,US & Canada,Entertainment,Established,344921.5,295987.3333333333,12,1,40.0,-14.187044491766008
CR0357,2022-09-02,Other LATAM,Music,Emerging,17226.333333333332,13379.5,9,3,17.1,-22.33112095822287
CR0358,2023-01-17,Mexico,Gaming,Emerging,18589.0,26477.333333333332,9,5,22.375,42.43549052306919
CR0359,2024-09-22,Brazil,Lifestyle,Emerging,13735.833333333334,16365.666666666666,11,7,13.5,19.14578656797912
CR0360,2022-03-05,US & Canada,Lifestyle,Established,201358.16666666666,154231.5,11,1,16.7,-23.40439796746924
CR0361,2024-11-12,US & Canada,Music,Established,325448.6666666667,315484.0,12,3,13.333333333333334,-3.061824394220907
CR0362,2022-06-01,US & Canada,Lifestyle,Emerging,19589.666666666668,14442.666666666666,8,0,,-26.27405604995832
CR0363,2022-02-25,Other LATAM,Entertainment,Emerging,12624.833333333334,11387.166666666666,9,3,11.033333333333333,-9.803429748247511
CR0364,2022-05-05,Brazil,Music,Established,343965.6666666667,320335.3333333333,12,1,23.3,-6.869968611208301
CR0365,2022-04-13,Mexico,Music,Emerging,11300.166666666666,8746.166666666666,10,2,12.9,-22.601436556982936
CR0366,2022-10-21,Other LATAM,Entertainment,Growth,114221.16666666667,134050.0,12,4,24.775,17.36003396918551
CR0367,2022-06-22,US & Canada,Music,Emerging,8571.166666666666,11374.666666666666,9,2,18.799999999999997,32.70849942637136
CR0368,2022-12-20,US & Canada,Gaming,Growth,120287.33333333333,169771.5,11,2,11.850000000000001,41.13830217645527
CR0369,2024-03-01,US & Canada,Education,Emerging,13245.166666666666,14267.0,11,1,37.1,7.71476387613092
CR0370,2022-04-03,Brazil,Gaming,Established,289194.6666666667,351520.5,12,3,14.333333333333334,21.551515472853342
CR0371,2023-05-01,US & Canada,Music,Growth,89580.0,90869.16666666667,12,0,,1.4391233162164228
CR0372,2024-02-28,Brazil,Entertainment,Emerging,27782.0,29487.0,11,6,9.65,6.1370671657908
CR0373,2022-12-28,Other LATAM,Lifestyle,Emerging,11689.333333333334,15454.333333333334,10,3,11.866666666666667,32.20885137447245
CR0374,2022-09-16,US & Canada,Education,Growth,73560.16666666667,99070.66666666667,11,5,10.9,34.679774606274684
CR0375,2022-01-05,Brazil,Lifestyle,Emerging,18738.666666666668,27092.333333333332,10,3,28.5,44.57983492244199
CR0376,2023-08-31,Mexico,Entertainment,Established,212479.33333333334,303454.1666666667,11,3,13.933333333333332,42.81585032583561
CR0377,2024-10-12,US & Canada,Education,Growth,44181.0,62695.5,11,3,9.466666666666667,41.9060229510423
CR0378,2023-12-06,Other LATAM,Music,Growth,95069.0,93639.83333333333,11,2,4.8,-1.5032940986721977
CR0379,2022-08-14,Mexico,Music,Emerging,32948.166666666664,46507.333333333336,10,1,6.5,41.15302318287817
CR0380,2023-10-30,US & Canada,Education,Emerging,23322.5,46600.666666666664,10,4,21.15,99.80991174473863
CR0381,2024-06-05,Mexico,Gaming,Established,352359.5,352798.6666666667,12,2,17.4,0.12463596601388242
CR0382,2023-05-17,Brazil,Entertainment,Established,692688.1666666666,772918.6666666666,12,1,8.8,11.582484566768741
CR0383,2022-02-12,US & Canada,Entertainment,Emerging,14763.833333333334,23836.0,11,3,12.0,61.44858494293487
CR0384,2024-08-25,US & Canada,Gaming,Emerging,11851.833333333334,11926.0,9,1,11.9,0.6257822277847258
CR0385,2024-12-25,Brazil,Gaming,Emerging,26669.5,22280.0,9,5,11.84,-16.458876244399033
CR0386,2024-11-06,US & Canada,Gaming,Emerging,16370.666666666666,18041.666666666668,11,4,12.3,10.207281316175285
CR0387,2024-07-24,Brazil,Education,Emerging,12862.333333333334,25149.0,11,6,13.75,95.52439940912741
CR0388,2023-01-07,US & Canada,Gaming,Emerging,11754.166666666666,14252.0,8,2,10.399999999999999,21.25062034739455
CR0389,2024-09-23,Mexico,Gaming,Emerging,5254.333333333333,7199.666666666667,11,5,16.900000000000002,37.023409249508354
CR0390,2023-09-24,US & Canada,Lifestyle,Established,192291.5,198894.33333333334,12,1,15.5,3.4337624561321443
CR0391,2023-01-27,US & Canada,Gaming,Emerging,6624.833333333333,11471.833333333334,10,2,5.9,73.1641047573524
CR0392,2024-10-23,Mexico,Entertainment,Growth,177121.5,188863.0,12,5,8.8,6.629065359089664
CR0393,2022-12-07,Mexico,Education,Growth,64808.333333333336,67150.66666666667,11,6,9.516666666666667,3.614247138999618
CR0394,2024-03-16,Brazil,Lifestyle,Growth,71016.83333333333,66618.83333333333,11,2,12.149999999999999,-6.192897927956048
CR0395,2023-06-25,US & Canada,Education,Emerging,12311.333333333334,14336.166666666666,10,2,18.0,16.44690529051821
CR0396,2022-10-13,US & Canada,Entertainment,Emerging,26518.5,19513.166666666668,10,2,10.0,-26.416778224007135
CR0397,2024-09-25,Other LATAM,Lifestyle,Growth,71863.5,95055.5,11,0,,32.2722940018229
CR0398,2022-09-25,US & Canada,Gaming,Emerging,30427.833333333332,27914.166666666668,9,1,4.3,-8.261076755382947
CR0399,2024-09-15,US & Canada,Lifestyle,Emerging,16191.0,15845.833333333334,8,1,12.5,-2.131842793321389
CR0400,2024-06-10,Other LATAM,Gaming,Established,145166.16666666666,162032.5,12,1,22.6,11.618639329412165
CR0401,2023-05-31,US & Canada,Gaming,Emerging,23771.5,13833.0,9,5,7.5249999999999995,-41.80846812359338
CR0402,2023-04-14,US & Canada,Education,Growth,116464.66666666667,118886.5,10,2,11.25,2.0794575751157676
CR0403,2024-12-12,US & Canada,Entertainment,Growth,76821.83333333333,111638.33333333333,11,1,12.4,45.321100121276295
CR0404,2023-11-01,US & Canada,Education,Established,249873.83333333334,226720.83333333334,12,1,13.2,-9.265876178844923
CR0405,2024-08-31,US & Canada,Gaming,Growth,64352.333333333336,72653.0,11,1,,12.898781188975272
CR0406,2024-03-27,Mexico,Entertainment,Emerging,11016.333333333334,15925.666666666666,11,4,7.1499999999999995,44.5641320463554
CR0407,2024-12-17,US & Canada,Lifestyle,Established,535469.0,490592.3333333333,12,3,20.833333333333332,-8.380815073639498
CR0408,2022-05-18,US & Canada,Lifestyle,Emerging,11514.833333333334,17444.166666666668,10,4,10.575,51.493001780312355
CR0409,2022-02-27,US & Canada,Lifestyle,Emerging,13146.666666666666,16261.166666666666,11,6,14.399999999999999,23.690415821501016
CR0410,2024-04-10,Brazil,Education,Established,321935.8333333333,367344.6666666667,12,1,12.2,14.104932918827004
CR0411,2023-07-16,Brazil,Education,Emerging,26823.166666666668,19053.833333333332,11,4,26.625,-28.965011588241513
CR0412,2024-05-01,Brazil,Entertainment,Established,233929.0,325942.1666666667,11,2,21.700000000000003,39.333800711611936
CR0413,2023-04-21,US & Canada,Gaming,Emerging,7677.666666666667,8009.333333333333,6,4,18.3,4.319888855120905
CR0414,2022-06-13,US & Canada,Gaming,Emerging,35276.0,25499.666666666668,9,4,15.4,-27.71383754771894
CR0415,2024-08-30,US & Canada,Lifestyle,Emerging,12879.333333333334,8962.0,9,5,17.05,-30.41565298410891
CR0416,2022-07-24,Mexico,Lifestyle,Emerging,17661.0,20718.333333333332,10,3,12.55,17.311213030594715
CR0417,2023-05-28,US & Canada,Entertainment,Growth,141394.33333333334,207377.5,11,2,18.799999999999997,46.66606158191157
CR0418,2024-03-26,US & Canada,Gaming,Emerging,35599.0,26247.5,10,4,22.7,-26.268996320121353
CR0419,2022-01-23,Other LATAM,Gaming,Emerging,14885.833333333334,22174.833333333332,8,7,23.071428571428573,48.96601914572019
CR0420,2023-03-26,Mexico,Lifestyle,Emerging,12323.5,11478.166666666666,10,3,10.633333333333335,-6.859523133308995
CR0421,2023-01-25,Brazil,Lifestyle,Emerging,16594.5,12393.0,11,6,10.1,-25.318629666455756
CR0422,2024-09-07,Brazil,Gaming,Growth,81062.33333333333,89644.66666666667,11,4,15.774999999999999,10.587325802777299
CR0423,2022-01-05,Brazil,Lifestyle,Growth,100685.5,93858.83333333333,11,2,26.549999999999997,-6.78018847467279
CR0424,2024-08-26,US & Canada,Music,Emerging,17457.5,29158.666666666668,11,7,14.214285714285714,67.026588381307
CR0425,2024-11-19,US & Canada,Lifestyle,Growth,86438.5,111185.66666666667,11,0,,28.629796521997342
CR0426,2024-06-17,Mexico,Music,Emerging,13032.833333333334,12360.666666666666,10,4,13.425,-5.157486860109732
CR0427,2024-09-01,US & Canada,Education,Emerging,13557.333333333334,16523.666666666668,12,3,19.666666666666668,21.87991738788356
CR0428,2022-06-10,US & Canada,Education,Emerging,16245.833333333334,18025.666666666668,10,6,14.483333333333334,10.955629648627857
CR0429,2023-03-07,Mexico,Gaming,Emerging,22696.166666666668,28497.333333333332,11,2,14.700000000000001,25.560116612937563
CR0430,2024-07-17,Mexico,Lifestyle,Emerging,13316.166666666666,16048.166666666666,9,4,6.3999999999999995,20.51641488416336
CR0431,2022-02-10,Brazil,Education,Established,215774.16666666666,247439.66666666666,12,2,7.1,14.675297089163438
CR0432,2022-04-29,Brazil,Gaming,Emerging,33806.5,31908.0,8,4,16.55,-5.615783946874122
CR0433,2022-07-28,US & Canada,Lifestyle,Growth,135746.83333333334,160075.83333333334,12,0,,17.92233336320921
CR0434,2024-08-21,Mexico,Entertainment,Growth,94194.66666666667,99889.83333333333,11,4,9.35,6.046166803499125
CR0435,2024-10-17,US & Canada,Lifestyle,Growth,74597.0,71384.33333333333,12,1,3.7,-4.306696873422084
CR0436,2022-10-14,US & Canada,Music,Emerging,18591.833333333332,18052.5,9,4,13.325,-2.9009152764206445
CR0437,2022-07-18,US & Canada,Education,Established,251680.83333333334,284930.8333333333,12,2,9.75,13.211176854283025
CR0438,2022-12-09,US & Canada,Education,Emerging,21234.833333333332,24432.833333333332,8,3,15.466666666666667,15.060160585201988
CR0439,2024-08-03,US & Canada,Lifestyle,Growth,38006.833333333336,50258.666666666664,11,0,,32.23586986550663
CR0440,2024-10-23,Mexico,Entertainment,Established,425091.6666666667,466837.8333333333,12,1,16.5,9.820509301915264
CR0441,2023-05-11,US & Canada,Gaming,Emerging,20710.166666666668,27058.666666666668,12,5,19.14,30.654026605290476
CR0442,2024-06-27,US & Canada,Lifestyle,Established,246914.0,235463.33333333334,11,4,7.15,-4.637512116229399
CR0443,2023-02-23,US & Canada,Gaming,Growth,66857.5,55509.5,11,2,17.150000000000002,-16.97341360355981
CR0444,2022-12-04,US & Canada,Gaming,Established,223555.5,237922.66666666666,12,2,10.75,6.426666607024501
CR0445,2024-11-20,Brazil,Entertainment,Emerging,11404.666666666666,7416.166666666667,10,6,10.44,-34.97252586660431
CR0446,2023-02-18,US & Canada,Gaming,Emerging,22423.833333333332,26681.5,10,3,9.466666666666667,18.98723828069837
CR0447,2024-11-23,Other LATAM,Entertainment,Growth,189644.16666666666,237973.83333333334,11,6,10.4,25.48439401862261
CR0448,2024-09-28,Brazil,Entertainment,Emerging,34532.5,42888.166666666664,12,3,11.533333333333333,24.196529839040508
CR0449,2024-05-11,Brazil,Lifestyle,Emerging,22126.833333333332,19609.5,11,2,5.55,-11.376835064514424
CR0450,2023-12-05,US & Canada,Lifestyle,Established,305665.1666666667,349994.8333333333,12,2,15.5,14.502688399234225
CR0451,2024-05-13,US & Canada,Music,Emerging,10262.166666666666,12480.833333333334,9,2,18.55,21.619865850291536
CR0452,2024-05-29,US & Canada,Gaming,Established,240470.0,277097.0,12,1,23.2,15.231421798977005
CR0453,2022-05-26,Brazil,Entertainment,Established,215723.66666666666,243612.16666666666,12,1,9.9,12.927881502724937
CR0454,2022-06-16,Mexico,Gaming,Growth,168156.16666666666,148290.5,12,5,13.38,-11.81381989162851
CR0455,2022-11-25,Brazil,Gaming,Emerging,33793.333333333336,32667.166666666668,10,5,13.799999999999999,-3.3325113434602516
CR0456,2023-08-15,US & Canada,Entertainment,Emerging,17097.833333333332,18126.833333333332,10,4,12.233333333333334,6.018306413093278
CR0457,2023-01-12,US & Canada,Entertainment,Emerging,17334.0,16744.166666666668,9,4,6.4,-3.402753740240753
CR0458,2024-08-05,US & Canada,Gaming,Emerging,15346.166666666666,12345.333333333334,9,2,13.0,-19.55428608664487
CR0459,2024-10-14,Mexico,Music,Emerging,38276.333333333336,38285.0,11,3,9.65,0.022642363862780936
CR0460,2023-05-07,Brazil,Education,Growth,74548.83333333333,78517.83333333333,10,5,11.025,5.324026980077936
CR0461,2022-11-28,Brazil,Education,Emerging,11654.833333333334,21385.666666666668,8,5,12.540000000000001,83.49182742495961
CR0462,2024-02-14,US & Canada,Music,Emerging,6291.0,6391.833333333333,8,3,12.566666666666668,1.6028188417315694
CR0463,2022-07-10,Mexico,Music,Growth,50001.833333333336,89097.83333333333,10,3,10.6,78.18913306512093
CR0464,2022-09-04,US & Canada,Gaming,Growth,121359.33333333333,212056.33333333334,11,4,14.625,74.7342602409374
CR0465,2024-09-04,Other LATAM,Gaming,Growth,78223.0,74204.83333333333,11,1,,-5.1368097192215485
CR0466,2023-03-24,Other LATAM,Entertainment,Emerging,13023.833333333334,6799.0,8,2,10.549999999999999,-47.79570786890701
CR0467,2023-12-20,Other LATAM,Music,Growth,63404.666666666664,96752.5,12,4,9.3,52.59523484075831
CR0468,2022-05-15,US & Canada,Music,Emerging,26214.833333333332,20902.5,10,1,3.2,-20.264608459587123
CR0469,2023-06-15,US & Canada,Music,Established,474017.3333333333,558605.3333333334,12,4,18.45,17.84491706351105
CR0470,2022-11-07,US & Canada,Music,Growth,56186.333333333336,57817.0,12,5,18.84,2.9022478775977505
CR0471,2022-04-05,Mexico,Gaming,Growth,77777.5,103663.0,12,1,33.9,33.28147600527145
CR0472,2024-10-24,US & Canada,Lifestyle,Emerging,18064.333333333332,17164.833333333332,8,6,21.433333333333334,-4.979425387042608
CR0473,2022-02-12,US & Canada,Education,Emerging,8152.666666666667,7353.833333333333,11,3,10.433333333333332,-9.798429961566775
CR0474,2024-02-26,Other LATAM,Education,Growth,54415.0,62969.166666666664,11,1,7.5,15.720236454409012
CR0475,2024-01-01,Mexico,Gaming,Emerging,15097.833333333334,15832.333333333334,12,1,6.5,4.864936469912902
